DATA REPORT,,,,,
2026/02/24,03:33:04,28.82,,,
2026/02/24,03:33:09,28.83,,,
2026/02/24,03:33:14,28.86,,,
2026/02/24,03:33:19,28.86,,,
2026/02/24,03:33:24,28.85,,,
2026/02/24,03:33:29,28.80,,,
2026/02/24,03:33:34,28.78,,,
2026/02/24,03:33:39,28.74,,,
2026/02/24,03:33:44,28.70,,,
2026/02/24,03:33:49,28.70,,,
2026/02/24,03:33:54,28.63,,,
2026/02/24,03:33:59,28.57,,,
2026/02/24,03:34:04,28.53,,,
2026/02/24,03:34:09,28.49,,,
2026/02/24,03:34:14,28.47,,,
2026/02/24,03:34:19,28.43,,,
2026/02/24,03:34:24,28.42,,,
2026/02/24,03:34:29,28.43,,,
2026/02/24,03:34:34,28.46,,,
2026/02/24,03:34:39,28.48,,,
2026/02/24,03:34:44,28.47,,,
2026/02/24,03:34:49,28.44,,,
2026/02/24,03:34:54,28.38,,,
2026/02/24,03:34:59,28.32,,,
2026/02/24,03:35:04,28.29,,,
2026/02/24,03:35:09,28.28,,,
2026/02/24,03:35:14,28.33,,,
2026/02/24,03:35:19,28.33,,,
2026/02/24,03:35:24,28.31,,,
2026/02/24,03:35:29,28.29,,,
2026/02/24,03:35:34,28.26,,,
2026/02/24,03:35:39,28.21,,,
2026/02/24,03:35:44,28.19,,,
2026/02/24,03:35:49,28.13,,,
2026/02/24,03:35:54,27.98,,,
2026/02/24,03:35:59,28.01,,,
2026/02/24,03:36:04,28.03,,,
2026/02/24,03:36:09,28.04,,,
2026/02/24,03:36:14,28.06,,,
2026/02/24,03:36:19,28.04,,,
2026/02/24,03:36:24,27.96,,,
2026/02/24,03:36:29,27.92,,,
2026/02/24,03:36:34,27.85,,,
2026/02/24,03:36:39,27.82,,,
2026/02/24,03:36:44,27.80,,,
2026/02/24,03:36:49,27.81,,,
2026/02/24,03:36:54,27.79,,,
2026/02/24,03:36:59,27.78,,,
2026/02/24,03:37:04,27.80,,,
2026/02/24,03:37:09,27.81,,,
2026/02/24,03:37:14,27.79,,,
2026/02/24,03:37:19,27.74,,,
2026/02/24,03:37:24,27.73,,,
2026/02/24,03:37:29,27.73,,,
2026/02/24,03:37:34,27.73,,,
2026/02/24,03:37:39,27.71,,,
2026/02/24,03:37:44,27.69,,,
2026/02/24,03:37:49,27.67,,,
2026/02/24,03:37:54,27.65,,,
2026/02/24,03:37:59,27.63,,,
2026/02/24,03:38:04,27.55,,,
2026/02/24,03:38:09,27.55,,,
2026/02/24,03:38:14,27.57,,,
2026/02/24,03:38:19,27.57,,,
2026/02/24,03:38:24,27.60,,,
2026/02/24,03:38:29,27.58,,,
2026/02/24,03:38:34,27.56,,,
2026/02/24,03:38:39,27.54,,,
2026/02/24,03:38:44,27.52,,,
2026/02/24,03:38:49,27.46,,,
2026/02/24,03:38:54,27.44,,,
2026/02/24,03:38:59,27.38,,,
2026/02/24,03:39:04,27.36,,,
2026/02/24,03:39:09,27.34,,,
2026/02/24,03:39:14,27.32,,,
2026/02/24,03:39:19,27.34,,,
2026/02/24,03:39:24,27.36,,,
2026/02/24,03:39:29,27.39,,,
2026/02/24,03:39:34,27.41,,,
2026/02/24,03:39:39,27.43,,,
2026/02/24,03:39:44,27.41,,,
2026/02/24,03:39:49,27.39,,,
2026/02/24,03:39:54,27.31,,,
2026/02/24,03:39:59,27.29,,,
2026/02/24,03:40:04,27.27,,,
2026/02/24,03:40:09,27.17,,,
2026/02/24,03:40:14,27.13,,,
2026/02/24,03:40:19,27.16,,,
2026/02/24,03:40:24,27.18,,,
2026/02/24,03:40:29,27.19,,,
2026/02/24,03:40:34,27.17,,,
2026/02/24,03:40:39,27.15,,,
2026/02/24,03:40:44,27.17,,,
2026/02/24,03:40:49,27.19,,,
2026/02/24,03:40:54,27.18,,,
2026/02/24,03:40:59,27.16,,,
2026/02/24,03:41:04,27.18,,,
2026/02/24,03:41:09,27.20,,,
2026/02/24,03:41:14,27.23,,,
2026/02/24,03:41:19,27.32,,,
2026/02/24,03:41:24,27.37,,,
2026/02/24,03:41:29,27.39,,,
2026/02/24,03:41:34,27.42,,,
2026/02/24,03:41:39,27.55,,,
2026/02/24,03:41:44,27.55,,,
2026/02/24,03:41:49,27.64,,,
2026/02/24,03:41:54,27.75,,,
2026/02/24,03:41:59,27.78,,,
2026/02/24,03:42:04,27.80,,,
2026/02/24,03:42:09,27.86,,,
2026/02/24,03:42:14,27.98,,,
2026/02/24,03:42:19,28.12,,,
2026/02/24,03:42:24,28.25,,,
2026/02/24,03:42:29,28.39,,,
2026/02/24,03:42:34,28.55,,,
2026/02/24,03:42:39,28.84,,,
2026/02/24,03:42:44,28.91,,,
2026/02/24,03:42:49,29.03,,,
2026/02/24,03:42:54,29.12,,,
2026/02/24,03:42:59,29.23,,,
2026/02/24,03:43:04,29.40,,,
2026/02/24,03:43:09,29.45,,,
2026/02/24,03:43:14,29.64,,,
2026/02/24,03:43:19,29.74,,,
2026/02/24,03:43:24,29.75,,,
2026/02/24,03:43:29,29.73,,,
2026/02/24,03:43:34,29.84,,,
2026/02/24,03:43:39,30.05,,,
2026/02/24,03:43:44,30.24,,,
2026/02/24,03:43:49,30.53,,,
2026/02/24,03:43:54,30.66,,,
2026/02/24,03:43:59,30.75,,,
2026/02/24,03:44:04,30.82,,,
2026/02/24,03:44:09,30.83,,,
2026/02/24,03:44:14,31.05,,,
2026/02/24,03:44:19,30.94,,,
2026/02/24,03:44:24,30.87,,,
2026/02/24,03:44:29,30.85,,,
2026/02/24,03:44:34,30.88,,,
2026/02/24,03:44:39,30.86,,,
2026/02/24,03:44:44,31.07,,,
2026/02/24,03:44:49,31.27,,,
2026/02/24,03:44:54,31.52,,,
2026/02/24,03:44:59,31.48,,,
2026/02/24,03:45:04,31.58,,,
2026/02/24,03:45:09,31.55,,,
2026/02/24,03:45:14,31.54,,,
2026/02/24,03:45:19,31.66,,,
2026/02/24,03:45:24,31.60,,,
2026/02/24,03:45:29,31.53,,,
2026/02/24,03:45:34,31.60,,,
2026/02/24,03:45:39,31.73,,,
2026/02/24,03:45:44,32.12,,,
2026/02/24,03:45:49,32.40,,,
2026/02/24,03:45:54,32.41,,,
2026/02/24,03:45:59,32.39,,,
2026/02/24,03:46:04,32.30,,,
2026/02/24,03:46:09,32.12,,,
2026/02/24,03:46:14,32.18,,,
2026/02/24,03:46:19,32.34,,,
2026/02/24,03:46:24,32.35,,,
2026/02/24,03:46:29,32.37,,,
2026/02/24,03:46:34,32.39,,,
2026/02/24,03:46:39,32.40,,,
2026/02/24,03:46:44,32.36,,,
2026/02/24,03:46:49,32.27,,,
2026/02/24,03:46:54,32.24,,,
2026/02/24,03:46:59,32.19,,,
2026/02/24,03:47:04,32.39,,,
2026/02/24,03:47:09,32.50,,,
2026/02/24,03:47:14,32.48,,,
2026/02/24,03:47:19,32.46,,,
2026/02/24,03:47:24,32.47,,,
2026/02/24,03:47:29,32.45,,,
2026/02/24,03:47:34,32.47,,,
2026/02/24,03:47:39,32.45,,,
2026/02/24,03:47:44,32.53,,,
2026/02/24,03:47:49,32.57,,,
2026/02/24,03:47:54,32.66,,,
2026/02/24,03:47:59,32.61,,,
2026/02/24,03:48:04,32.67,,,
2026/02/24,03:48:09,32.55,,,
2026/02/24,03:48:14,32.47,,,
2026/02/24,03:48:19,32.49,,,
2026/02/24,03:48:24,32.36,,,
2026/02/24,03:48:29,32.53,,,
2026/02/24,03:48:34,32.63,,,
2026/02/24,03:48:39,32.52,,,
2026/02/24,03:48:44,32.29,,,
2026/02/24,03:48:49,32.12,,,
2026/02/24,03:48:54,32.26,,,
2026/02/24,03:48:59,32.29,,,
2026/02/24,03:49:04,32.16,,,
2026/02/24,03:49:09,32.13,,,
2026/02/24,03:49:14,32.22,,,
2026/02/24,03:49:19,32.42,,,
2026/02/24,03:49:24,32.43,,,
2026/02/24,03:49:29,32.45,,,
2026/02/24,03:49:34,32.47,,,
2026/02/24,03:49:39,32.45,,,
2026/02/24,03:49:44,32.47,,,
2026/02/24,03:49:49,32.46,,,
2026/02/24,03:49:54,32.33,,,
2026/02/24,03:49:59,32.33,,,
2026/02/24,03:50:04,32.41,,,
2026/02/24,03:50:09,32.36,,,
2026/02/24,03:50:14,32.39,,,
2026/02/24,03:50:19,32.58,,,
2026/02/24,03:50:24,32.49,,,
2026/02/24,03:50:29,32.48,,,
2026/02/24,03:50:34,32.46,,,
2026/02/24,03:50:39,32.44,,,
2026/02/24,03:50:44,32.51,,,
2026/02/24,03:50:49,32.50,,,
2026/02/24,03:50:54,32.34,,,
2026/02/24,03:50:59,32.12,,,
2026/02/24,03:51:04,32.18,,,
2026/02/24,03:51:09,32.39,,,
2026/02/24,03:51:14,32.37,,,
2026/02/24,03:51:19,32.19,,,
2026/02/24,03:51:24,32.09,,,
2026/02/24,03:51:29,32.00,,,
2026/02/24,03:51:34,32.29,,,
2026/02/24,03:51:39,32.20,,,
2026/02/24,03:51:44,31.97,,,
2026/02/24,03:51:49,31.83,,,
2026/02/24,03:51:54,31.80,,,
2026/02/24,03:51:59,31.81,,,
2026/02/24,03:52:04,31.75,,,
2026/02/24,03:52:09,31.71,,,
2026/02/24,03:52:14,32.01,,,
2026/02/24,03:52:19,32.00,,,
2026/02/24,03:52:24,31.89,,,
2026/02/24,03:52:29,31.91,,,
2026/02/24,03:52:34,31.74,,,
2026/02/24,03:52:39,31.63,,,
2026/02/24,03:52:44,31.55,,,
2026/02/24,03:52:49,31.57,,,
2026/02/24,03:52:54,31.63,,,
2026/02/24,03:52:59,31.59,,,
2026/02/24,03:53:04,31.61,,,
2026/02/24,03:53:09,31.63,,,
2026/02/24,03:53:14,31.58,,,
2026/02/24,03:53:19,31.54,,,
2026/02/24,03:53:24,31.54,,,
2026/02/24,03:53:29,31.38,,,
2026/02/24,03:53:34,31.32,,,
2026/02/24,03:53:39,31.40,,,
2026/02/24,03:53:44,31.42,,,
2026/02/24,03:53:49,31.43,,,
2026/02/24,03:53:54,31.46,,,
2026/02/24,03:53:59,31.48,,,
2026/02/24,03:54:04,31.38,,,
2026/02/24,03:54:09,31.19,,,
2026/02/24,03:54:14,30.99,,,
2026/02/24,03:54:19,31.04,,,
2026/02/24,03:54:24,31.19,,,
2026/02/24,03:54:29,31.17,,,
2026/02/24,03:54:34,31.01,,,
2026/02/24,03:54:39,31.03,,,
2026/02/24,03:54:44,31.00,,,
2026/02/24,03:54:49,31.13,,,
2026/02/24,03:54:54,31.12,,,
2026/02/24,03:54:59,31.11,,,
2026/02/24,03:55:04,31.22,,,
2026/02/24,03:55:09,31.20,,,
2026/02/24,03:55:14,31.18,,,
2026/02/24,03:55:19,31.16,,,
2026/02/24,03:55:24,30.99,,,
2026/02/24,03:55:29,30.96,,,
2026/02/24,03:55:34,30.93,,,
2026/02/24,03:55:39,30.93,,,
2026/02/24,03:55:44,30.85,,,
2026/02/24,03:55:49,30.74,,,
2026/02/24,03:55:54,30.66,,,
2026/02/24,03:55:59,30.64,,,
2026/02/24,03:56:04,30.63,,,
2026/02/24,03:56:09,30.61,,,
2026/02/24,03:56:14,30.51,,,
2026/02/24,03:56:19,30.60,,,
2026/02/24,03:56:24,30.52,,,
2026/02/24,03:56:29,30.45,,,
2026/02/24,03:56:34,30.36,,,
2026/02/24,03:56:39,30.34,,,
2026/02/24,03:56:44,30.34,,,
2026/02/24,03:56:49,30.32,,,
2026/02/24,03:56:54,30.30,,,
2026/02/24,03:56:59,30.30,,,
2026/02/24,03:57:04,30.28,,,
2026/02/24,03:57:09,30.26,,,
2026/02/24,03:57:14,30.24,,,
2026/02/24,03:57:19,30.23,,,
2026/02/24,03:57:24,30.13,,,
2026/02/24,03:57:29,30.12,,,
2026/02/24,03:57:34,30.13,,,
2026/02/24,03:57:39,30.16,,,
2026/02/24,03:57:44,30.25,,,
2026/02/24,03:57:49,30.28,,,
2026/02/24,03:57:54,30.31,,,
2026/02/24,03:57:59,30.40,,,
2026/02/24,03:58:04,30.39,,,
2026/02/24,03:58:09,30.33,,,
2026/02/24,03:58:14,30.29,,,
2026/02/24,03:58:19,30.25,,,
2026/02/24,03:58:24,30.25,,,
2026/02/24,03:58:29,30.14,,,
2026/02/24,03:58:34,30.13,,,
2026/02/24,03:58:39,30.14,,,
2026/02/24,03:58:44,30.05,,,
2026/02/24,03:58:49,30.04,,,
2026/02/24,03:58:54,29.97,,,
2026/02/24,03:58:59,29.97,,,
2026/02/24,03:59:04,29.91,,,
2026/02/24,03:59:09,29.84,,,
2026/02/24,03:59:14,29.88,,,
2026/02/24,03:59:19,29.89,,,
2026/02/24,03:59:24,29.89,,,
2026/02/24,03:59:29,29.91,,,
2026/02/24,03:59:34,29.92,,,
2026/02/24,03:59:39,29.89,,,
2026/02/24,03:59:44,29.77,,,
2026/02/24,03:59:49,29.70,,,
2026/02/24,03:59:54,29.65,,,
2026/02/24,03:59:59,29.61,,,
2026/02/24,04:00:04,29.59,,,
2026/02/24,04:00:09,29.59,,,
2026/02/24,04:00:14,29.59,,,
2026/02/24,04:00:19,29.60,,,
2026/02/24,04:00:24,29.60,,,
2026/02/24,04:00:29,29.63,,,
2026/02/24,04:00:34,29.59,,,
2026/02/24,04:00:39,29.45,,,
2026/02/24,04:00:44,29.51,,,
2026/02/24,04:00:49,29.49,,,
2026/02/24,04:00:54,29.47,,,
2026/02/24,04:00:59,29.45,,,
2026/02/24,04:01:04,29.41,,,
2026/02/24,04:01:09,29.39,,,
2026/02/24,04:01:14,29.34,,,
2026/02/24,04:01:19,29.28,,,
2026/02/24,04:01:24,29.23,,,
2026/02/24,04:01:29,29.25,,,
2026/02/24,04:01:34,29.25,,,
2026/02/24,04:01:39,29.23,,,
2026/02/24,04:01:44,29.21,,,
2026/02/24,04:01:49,29.10,,,
2026/02/24,04:01:54,29.09,,,
2026/02/24,04:01:59,29.11,,,
2026/02/24,04:02:04,29.18,,,
2026/02/24,04:02:09,29.17,,,
2026/02/24,04:02:14,29.15,,,
2026/02/24,04:02:19,29.08,,,
2026/02/24,04:02:24,29.10,,,
2026/02/24,04:02:29,28.96,,,
2026/02/24,04:02:34,28.89,,,
2026/02/24,04:02:39,28.93,,,
2026/02/24,04:02:44,28.95,,,
2026/02/24,04:02:49,28.93,,,
2026/02/24,04:02:54,28.89,,,
2026/02/24,04:02:59,28.87,,,
2026/02/24,04:03:04,28.79,,,
2026/02/24,04:03:09,28.76,,,
2026/02/24,04:03:14,28.78,,,
2026/02/24,04:03:19,28.79,,,
2026/02/24,04:03:24,28.77,,,
2026/02/24,04:03:29,28.75,,,
2026/02/24,04:03:34,28.70,,,
2026/02/24,04:03:39,28.64,,,
2026/02/24,04:03:44,28.56,,,
2026/02/24,04:03:49,28.55,,,
2026/02/24,04:03:54,28.68,,,
2026/02/24,04:03:59,28.69,,,
2026/02/24,04:04:04,28.67,,,
2026/02/24,04:04:09,28.68,,,
2026/02/24,04:04:14,28.67,,,
2026/02/24,04:04:19,28.69,,,
2026/02/24,04:04:24,28.72,,,
2026/02/24,04:04:29,28.71,,,
2026/02/24,04:04:34,28.65,,,
2026/02/24,04:04:39,28.60,,,
2026/02/24,04:04:44,28.59,,,
2026/02/24,04:04:49,28.57,,,
2026/02/24,04:04:54,28.47,,,
2026/02/24,04:04:59,28.42,,,
2026/02/24,04:05:04,28.40,,,
2026/02/24,04:05:09,28.34,,,
2026/02/24,04:05:14,28.28,,,
2026/02/24,04:05:19,28.22,,,
2026/02/24,04:05:24,28.20,,,
2026/02/24,04:05:29,28.18,,,
2026/02/24,04:05:34,28.16,,,
2026/02/24,04:05:39,28.14,,,
2026/02/24,04:05:44,28.12,,,
2026/02/24,04:05:49,28.11,,,
2026/02/24,04:05:54,28.12,,,
2026/02/24,04:05:59,28.10,,,
2026/02/24,04:06:04,28.08,,,
2026/02/24,04:06:09,28.09,,,
2026/02/24,04:06:14,28.12,,,
2026/02/24,04:06:19,28.14,,,
2026/02/24,04:06:24,28.12,,,
2026/02/24,04:06:29,28.08,,,
2026/02/24,04:06:34,28.02,,,
2026/02/24,04:06:39,28.00,,,
2026/02/24,04:06:44,28.02,,,
2026/02/24,04:06:49,28.06,,,
2026/02/24,04:06:54,28.08,,,
2026/02/24,04:06:59,28.03,,,
2026/02/24,04:07:04,27.98,,,
2026/02/24,04:07:09,27.95,,,
2026/02/24,04:07:14,27.93,,,
2026/02/24,04:07:19,27.91,,,
2026/02/24,04:07:24,27.91,,,
2026/02/24,04:07:29,27.93,,,
2026/02/24,04:07:34,28.01,,,
2026/02/24,04:07:39,28.03,,,
2026/02/24,04:07:44,28.01,,,
2026/02/24,04:07:49,27.87,,,
2026/02/24,04:07:54,27.84,,,
2026/02/24,04:07:59,27.85,,,
2026/02/24,04:08:04,27.86,,,
2026/02/24,04:08:09,27.94,,,
2026/02/24,04:08:14,27.93,,,
2026/02/24,04:08:19,27.91,,,
2026/02/24,04:08:24,27.86,,,
2026/02/24,04:08:29,27.85,,,
2026/02/24,04:08:34,27.74,,,
2026/02/24,04:08:39,27.74,,,
2026/02/24,04:08:44,27.73,,,
2026/02/24,04:08:49,27.66,,,
2026/02/24,04:08:54,27.66,,,
2026/02/24,04:08:59,27.60,,,
2026/02/24,04:09:04,27.59,,,
2026/02/24,04:09:09,27.57,,,
2026/02/24,04:09:14,27.56,,,
2026/02/24,04:09:19,27.55,,,
2026/02/24,04:09:24,27.57,,,
2026/02/24,04:09:29,27.56,,,
2026/02/24,04:09:34,27.54,,,
2026/02/24,04:09:39,27.49,,,
2026/02/24,04:09:44,27.45,,,
2026/02/24,04:09:49,27.40,,,
2026/02/24,04:09:54,27.38,,,
2026/02/24,04:09:59,27.37,,,
2026/02/24,04:10:04,27.35,,,
2026/02/24,04:10:09,27.33,,,
2026/02/24,04:10:14,27.31,,,
2026/02/24,04:10:19,27.31,,,
2026/02/24,04:10:24,27.29,,,
2026/02/24,04:10:29,27.27,,,
2026/02/24,04:10:34,27.26,,,
2026/02/24,04:10:39,27.25,,,
2026/02/24,04:10:44,27.23,,,
2026/02/24,04:10:49,27.29,,,
2026/02/24,04:10:54,27.30,,,
2026/02/24,04:10:59,27.30,,,
2026/02/24,04:11:04,27.29,,,
2026/02/24,04:11:09,27.27,,,
2026/02/24,04:11:14,27.19,,,
2026/02/24,04:11:19,27.19,,,
2026/02/24,04:11:24,27.19,,,
2026/02/24,04:11:29,27.20,,,
2026/02/24,04:11:34,27.19,,,
2026/02/24,04:11:39,27.20,,,
2026/02/24,04:11:44,27.24,,,
2026/02/24,04:11:49,27.27,,,
2026/02/24,04:11:54,27.26,,,
2026/02/24,04:11:59,27.24,,,
2026/02/24,04:12:04,27.22,,,
2026/02/24,04:12:09,27.22,,,
2026/02/24,04:12:14,27.25,,,
2026/02/24,04:12:19,27.39,,,
2026/02/24,04:12:24,27.40,,,
2026/02/24,04:12:29,27.43,,,
2026/02/24,04:12:34,27.45,,,
2026/02/24,04:12:39,27.50,,,
2026/02/24,04:12:44,27.66,,,
2026/02/24,04:12:49,27.74,,,
2026/02/24,04:12:54,27.79,,,
2026/02/24,04:12:59,27.81,,,
2026/02/24,04:13:04,27.88,,,
2026/02/24,04:13:09,28.05,,,
2026/02/24,04:13:14,28.26,,,
2026/02/24,04:13:19,28.44,,,
2026/02/24,04:13:24,28.46,,,
2026/02/24,04:13:29,28.55,,,
2026/02/24,04:13:34,28.71,,,
2026/02/24,04:13:39,28.76,,,
2026/02/24,04:13:44,28.97,,,
2026/02/24,04:13:49,28.98,,,
2026/02/24,04:13:54,28.99,,,
2026/02/24,04:13:59,29.27,,,
2026/02/24,04:14:04,29.51,,,
2026/02/24,04:14:09,29.74,,,
2026/02/24,04:14:14,29.90,,,
2026/02/24,04:14:19,30.08,,,
2026/02/24,04:14:24,30.18,,,
2026/02/24,04:14:29,30.21,,,
2026/02/24,04:14:34,30.32,,,
2026/02/24,04:14:39,30.39,,,
2026/02/24,04:14:44,30.53,,,
2026/02/24,04:14:49,30.59,,,
2026/02/24,04:14:54,30.69,,,
2026/02/24,04:14:59,30.86,,,
2026/02/24,04:15:04,30.86,,,
2026/02/24,04:15:09,30.90,,,
2026/02/24,04:15:14,31.20,,,
2026/02/24,04:15:19,31.21,,,
2026/02/24,04:15:24,31.22,,,
2026/02/24,04:15:29,31.18,,,
2026/02/24,04:15:34,31.20,,,
2026/02/24,04:15:39,31.26,,,
2026/02/24,04:15:44,31.39,,,
2026/02/24,04:15:49,31.41,,,
2026/02/24,04:15:54,31.55,,,
2026/02/24,04:15:59,31.56,,,
2026/02/24,04:16:04,31.60,,,
2026/02/24,04:16:09,31.53,,,
2026/02/24,04:16:14,31.72,,,
2026/02/24,04:16:19,31.80,,,
2026/02/24,04:16:24,31.83,,,
2026/02/24,04:16:29,31.91,,,
2026/02/24,04:16:34,31.98,,,
2026/02/24,04:16:39,31.94,,,
2026/02/24,04:16:44,31.95,,,
2026/02/24,04:16:49,31.97,,,
2026/02/24,04:16:54,31.96,,,
2026/02/24,04:16:59,31.98,,,
2026/02/24,04:17:04,32.00,,,
2026/02/24,04:17:09,32.19,,,
2026/02/24,04:17:14,32.23,,,
2026/02/24,04:17:19,32.18,,,
2026/02/24,04:17:24,32.24,,,
2026/02/24,04:17:29,32.24,,,
2026/02/24,04:17:34,32.37,,,
2026/02/24,04:17:39,32.47,,,
2026/02/24,04:17:44,32.62,,,
2026/02/24,04:17:49,32.72,,,
2026/02/24,04:17:54,32.74,,,
2026/02/24,04:17:59,32.78,,,
2026/02/24,04:18:04,32.69,,,
2026/02/24,04:18:09,32.61,,,
2026/02/24,04:18:14,32.63,,,
2026/02/24,04:18:19,32.65,,,
2026/02/24,04:18:24,32.65,,,
2026/02/24,04:18:29,32.69,,,
2026/02/24,04:18:34,32.75,,,
2026/02/24,04:18:39,32.66,,,
2026/02/24,04:18:44,32.50,,,
2026/02/24,04:18:49,32.50,,,
2026/02/24,04:18:54,32.36,,,
2026/02/24,04:18:59,32.29,,,
2026/02/24,04:19:04,32.29,,,
2026/02/24,04:19:09,32.32,,,
2026/02/24,04:19:14,32.35,,,
2026/02/24,04:19:19,32.47,,,
2026/02/24,04:19:24,32.49,,,
2026/02/24,04:19:29,32.31,,,
2026/02/24,04:19:34,32.49,,,
2026/02/24,04:19:39,32.60,,,
2026/02/24,04:19:44,32.62,,,
2026/02/24,04:19:49,32.74,,,
2026/02/24,04:19:54,32.74,,,
2026/02/24,04:19:59,32.93,,,
2026/02/24,04:20:04,32.73,,,
2026/02/24,04:20:09,32.50,,,
2026/02/24,04:20:14,32.46,,,
2026/02/24,04:20:19,32.49,,,
2026/02/24,04:20:24,32.48,,,
2026/02/24,04:20:29,32.41,,,
2026/02/24,04:20:34,32.39,,,
2026/02/24,04:20:39,32.36,,,
2026/02/24,04:20:44,32.43,,,
2026/02/24,04:20:49,32.46,,,
2026/02/24,04:20:54,32.45,,,
2026/02/24,04:20:59,32.37,,,
2026/02/24,04:21:04,32.29,,,
2026/02/24,04:21:09,32.33,,,
2026/02/24,04:21:14,32.43,,,
2026/02/24,04:21:19,32.14,,,
2026/02/24,04:21:24,32.31,,,
2026/02/24,04:21:29,32.26,,,
2026/02/24,04:21:34,32.26,,,
2026/02/24,04:21:39,32.28,,,
2026/02/24,04:21:44,32.19,,,
2026/02/24,04:21:49,32.10,,,
2026/02/24,04:21:54,32.02,,,
2026/02/24,04:21:59,32.11,,,
2026/02/24,04:22:04,32.11,,,
2026/02/24,04:22:09,32.07,,,
2026/02/24,04:22:14,31.93,,,
2026/02/24,04:22:19,31.80,,,
2026/02/24,04:22:24,31.81,,,
2026/02/24,04:22:29,31.78,,,
2026/02/24,04:22:34,31.68,,,
2026/02/24,04:22:39,31.76,,,
2026/02/24,04:22:44,31.77,,,
2026/02/24,04:22:49,31.76,,,
2026/02/24,04:22:54,31.83,,,
2026/02/24,04:22:59,31.95,,,
2026/02/24,04:23:04,32.06,,,
2026/02/24,04:23:09,31.99,,,
2026/02/24,04:23:14,31.92,,,
2026/02/24,04:23:19,31.90,,,
2026/02/24,04:23:24,31.78,,,
2026/02/24,04:23:29,31.52,,,
2026/02/24,04:23:34,31.48,,,
2026/02/24,04:23:39,31.48,,,
2026/02/24,04:23:44,31.37,,,
2026/02/24,04:23:49,31.37,,,
2026/02/24,04:23:54,31.41,,,
2026/02/24,04:23:59,31.30,,,
2026/02/24,04:24:04,31.22,,,
2026/02/24,04:24:09,31.23,,,
2026/02/24,04:24:14,31.36,,,
2026/02/24,04:24:19,31.53,,,
2026/02/24,04:24:24,31.52,,,
2026/02/24,04:24:29,31.41,,,
2026/02/24,04:24:34,31.44,,,
2026/02/24,04:24:39,31.46,,,
2026/02/24,04:24:44,31.34,,,
2026/02/24,04:24:49,31.31,,,
2026/02/24,04:24:54,31.26,,,
2026/02/24,04:24:59,31.25,,,
2026/02/24,04:25:04,31.28,,,
2026/02/24,04:25:09,31.18,,,
2026/02/24,04:25:14,31.20,,,
2026/02/24,04:25:19,31.19,,,
2026/02/24,04:25:24,31.17,,,
2026/02/24,04:25:29,31.20,,,
2026/02/24,04:25:34,31.20,,,
2026/02/24,04:25:39,31.19,,,
2026/02/24,04:25:44,31.22,,,
2026/02/24,04:25:49,31.33,,,
2026/02/24,04:25:54,31.27,,,
2026/02/24,04:25:59,31.13,,,
2026/02/24,04:26:04,31.15,,,
2026/02/24,04:26:09,31.27,,,
2026/02/24,04:26:14,31.22,,,
2026/02/24,04:26:19,31.04,,,
2026/02/24,04:26:24,30.87,,,
2026/02/24,04:26:29,30.81,,,
2026/02/24,04:26:34,30.68,,,
2026/02/24,04:26:39,30.71,,,
2026/02/24,04:26:44,30.84,,,
2026/02/24,04:26:49,30.90,,,
2026/02/24,04:26:54,30.89,,,
2026/02/24,04:26:59,30.80,,,
2026/02/24,04:27:04,30.66,,,
2026/02/24,04:27:09,30.59,,,
2026/02/24,04:27:14,30.48,,,
2026/02/24,04:27:19,30.45,,,
2026/02/24,04:27:24,30.49,,,
2026/02/24,04:27:29,30.46,,,
2026/02/24,04:27:34,30.44,,,
2026/02/24,04:27:39,30.50,,,
2026/02/24,04:27:44,30.49,,,
2026/02/24,04:27:49,30.32,,,
2026/02/24,04:27:54,30.31,,,
2026/02/24,04:27:59,30.31,,,
2026/02/24,04:28:04,30.44,,,
2026/02/24,04:28:09,30.45,,,
2026/02/24,04:28:14,30.41,,,
2026/02/24,04:28:19,30.39,,,
2026/02/24,04:28:24,30.33,,,
2026/02/24,04:28:29,30.24,,,
2026/02/24,04:28:34,30.31,,,
2026/02/24,04:28:39,30.30,,,
2026/02/24,04:28:44,30.28,,,
2026/02/24,04:28:49,30.26,,,
2026/02/24,04:28:54,30.23,,,
2026/02/24,04:28:59,30.20,,,
2026/02/24,04:29:04,30.20,,,
2026/02/24,04:29:09,30.17,,,
2026/02/24,04:29:14,30.16,,,
2026/02/24,04:29:19,30.11,,,
2026/02/24,04:29:24,30.09,,,
2026/02/24,04:29:29,30.08,,,
2026/02/24,04:29:34,30.02,,,
2026/02/24,04:29:39,30.07,,,
2026/02/24,04:29:44,30.14,,,
2026/02/24,04:29:49,30.11,,,
2026/02/24,04:29:54,30.08,,,
2026/02/24,04:29:59,30.06,,,
2026/02/24,04:30:04,29.85,,,
2026/02/24,04:30:09,29.83,,,
2026/02/24,04:30:14,29.90,,,
2026/02/24,04:30:19,29.89,,,
2026/02/24,04:30:24,29.87,,,
2026/02/24,04:30:29,29.84,,,
2026/02/24,04:30:34,29.80,,,
2026/02/24,04:30:39,29.80,,,
2026/02/24,04:30:44,29.78,,,
2026/02/24,04:30:49,29.67,,,
2026/02/24,04:30:54,29.59,,,
2026/02/24,04:30:59,29.61,,,
2026/02/24,04:31:04,29.59,,,
2026/02/24,04:31:09,29.62,,,
2026/02/24,04:31:14,29.65,,,
